MASE_train,MASE_validation,SIGN_train,SIGN_validation,delay,dimension
0.692109823448649,13.293477647211347,0.6664951083950764,0.5246966657112832,21,9
0.6842433363429973,13.955279967735853,0.7249463667452579,0.5185114382208628,21,10
0.8566057663953587,7.833054852644456,0.6449618576246076,0.49701587301587297,35,2
0.8268773268965068,9.528334110286629,0.6441063867932734,0.5172687700568742,35,3
0.7865855877619827,10.734128079816939,0.6810762398380447,0.5076155044675507,35,4
0.7555220770463981,11.979516392086547,0.654863894506892,0.5170262873146203,35,5
0.7331853090473043,13.217232925650679,0.7073442377323057,0.5143494186972449,35,6
0.7189752016743302,14.326486217027727,0.6678510847778814,0.5193828105075236,35,7
0.7064802836903571,15.313615218073826,0.7144589076059215,0.5161753445635529,35,8
0.6986085837020016,16.10817451150425,0.6725451438950256,0.5165884343966535,35,9
0.6904697040637604,16.966844185401,0.7219299161499148,0.5149888143176734,35,10
0.8558489555667746,8.882556409763586,0.6446687870506799,0.5034622959151261,59,2
0.8181031346667528,11.101538560072305,0.6443927701251532,0.510194993160925,59,3
0.7748159077443454,12.953418573311561,0.6893242023676805,0.5098264054785794,59,4
0.7459066633920798,14.703648850073705,0.6608917197972604,0.515311004784689,59,5
0.7290420654829647,15.988603768933098,0.7132262406541363,0.5104615876058137,59,6
0.7160221466272908,17.481687668003115,0.6690868309991146,0.5163467690339092,59,7
0.7054697936811621,18.822952075746908,0.7209942981613171,0.5117880709846884,59,8
0.6971734426242318,20.668456841756818,0.6713748748760766,0.5120777595996536,59,9
0.6888341785385416,22.431918745767046,0.7284060683430428,0.5084168594191724,59,10
0.8553959322603065,9.207708759216336,0.6383748056082633,0.4986964263003942,100,2
0.8125988091554137,12.19114661483969,0.6389763841800239,0.5075692386142716,100,3
0.773234848182685,14.775170615594073,0.6873811718726494,0.5077311353907099,100,4
0.7442989672161656,17.251860358243707,0.6596627601473881,0.5107118839465846,100,5
0.7252604770242049,20.295093425203163,0.7144492528006919,0.5063238315356959,100,6
0.7134224785304891,22.904110829965475,0.6638976841889321,0.5106348746661518,100,7
0.7037482545556913,25.778294322529874,0.721195765038329,0.5074833881685052,100,8
0.6948152032055502,29.290492211136137,0.6637280578094781,0.5112361367090245,100,9
0.688045432602277,31.8832467704579,0.7235405427107665,0.5034681706210294,100,10
