MASE_train,MASE_validation,SIGN_train,SIGN_validation,delay,dimension
0.8324043273584228,13.099766023486373,0.6487544590771012,0.5129602270621191,7,2
0.8187819572646747,13.471486096402215,0.6705973372883683,0.5445533544092649,7,3
0.8037479986079541,13.781646583139642,0.6643069082701744,0.5378981650647391,7,4
0.786049068968656,14.120785076394528,0.6561327508365592,0.5525846135921918,7,5
0.7641709603240222,14.489727284294654,0.6804439007340091,0.5404499380381939,7,6
0.741899934866067,14.822079247706597,0.6552155364434548,0.5482152314373477,7,7
0.7199097015287043,15.193268357540767,0.6981020186624057,0.5381486542311481,7,8
0.7016603013619253,15.497135477683935,0.6616334582956952,0.540226049743655,7,9
0.6861647224282589,15.76878415540179,0.7107244688082061,0.5364582505759912,7,10
0.8444718759440436,13.205271520352454,0.6425235937689727,0.5044773116007647,12,2
0.8290334795970654,13.634503104264809,0.6584400576820718,0.5324997881714963,12,3
0.8077999703437245,14.377780857998118,0.6602172157608232,0.5238503783966996,12,4
0.778791037913018,15.011525964661423,0.6483219498604891,0.5381274693613821,12,5
0.7503450887676131,15.513006956217884,0.6910473073261795,0.525992426048039,12,6
0.7259993693718738,15.909730599513194,0.6569341816194499,0.5357740630098095,12,7
0.7053792030465673,16.27822310291494,0.7080347900641786,0.5267788565949986,12,8
0.6894051201938852,16.617544022538937,0.665488028085769,0.532821621163483,12,9
0.6775446355892311,16.97655039309826,0.7162504813231155,0.5250862164868173,12,10
0.8512456107072931,13.606212647562254,0.6386042123067283,0.5007599226838245,21,2
0.8326645544902496,14.500103564680808,0.6498410034223263,0.5209035059845355,21,3
0.8035471116097367,15.32293002386578,0.6640837548440631,0.5155266015200869,21,4
0.769693212103768,15.981722314321203,0.6437870266974065,0.5283573551144941,21,5
0.7381918567326893,16.626671112289568,0.6950127366834286,0.5192666285254169,21,6
0.7153430528604634,17.176006039322214,0.6570915382172308,0.5270268122506715,21,7
0.6991390765169482,17.580320854948663,0.711880062024704,0.5198683917728963,21,8
0.6875857004821316,18.038614849329182,0.663737410259098,0.5234310421568004,21,9
0.6783143647792564,18.59891362996377,0.7186887229720803,0.5182794673280023,21,10
0.8553103930841024,14.206405836813722,0.6386920586501152,0.4985701121667567,35,2
0.831808846810338,15.366318757326823,0.6451489920051304,0.5164645999184317,35,3
0.7963817008109421,16.279719845271263,0.6674297252104826,0.5127137499205391,35,4
0.760650085971292,16.9760738422677,0.6456106148665547,0.5223979443164056,35,5
0.7336026702287676,17.832008477198663,0.6995335265639047,0.5145638270250794,35,6
0.7133876162225586,18.728839383893455,0.6582692506793482,0.5195872682756209,35,7
0.6984454528760562,19.53366281248054,0.7145475519009147,0.5131369025849778,35,8
0.6869326579840204,20.354604660584204,0.6656258896578165,0.5174406276505513,35,9
0.6777795954145969,21.25076115864755,0.722133859269627,0.5133074606608135,35,10
0.8564058452848471,14.711620923396401,0.6359335056424164,0.4993591373246897,59,2
0.8316101973719601,15.803695727594643,0.6409915759472651,0.5121130730068922,59,3
0.7917777593704933,17.194101449230555,0.6726581173094092,0.5070793459023516,59,4
0.7556561007171206,18.648411896999548,0.6475282748165173,0.5169473109559927,59,5
0.7298402284913689,20.56088001822823,0.7026160422553379,0.5113157434355965,59,6
0.7118611749251059,22.08599352193974,0.6558800622789341,0.5148420349336642,59,7
0.6994053531494919,23.20268563936291,0.7124297633989057,0.5103081027468827,59,8
0.6898497733706894,24.34706642057341,0.6609478725417347,0.5137085137085138,59,9
0.6818575464271626,25.378002801500774,0.7189517512673297,0.5110849331932461,59,10
0.8601647470965502,15.036218647792372,0.6376488436663569,0.4980691299165674,100,2
0.8305133790706307,17.22728522172105,0.6418448958398325,0.5066030736618972,100,3
0.7851285964750746,20.090611519202096,0.6754218373622933,0.5057017892644134,100,4
0.7485671268580464,21.972367274294815,0.6472868534410048,0.5125961283479183,100,5
0.7243456720553322,24.034121767040023,0.7057794447056683,0.5079294336118849,100,6
0.7071046376201995,25.61697179583761,0.6567695739469966,0.5104140127388536,100,7
0.6952562885161105,27.11559786871815,0.715584216781473,0.5069534050179211,100,8
0.6859193260594606,28.28974474218411,0.662862434130615,0.5091102257636123,100,9
0.6781814479907274,29.753072495341048,0.7219513505308922,0.5064328417696293,100,10
