MASE_train,MASE_validation,SIGN_train,SIGN_validation,delay,dimension
0.4497760849948738,12.507014100727949,0.7829307033973439,0.6429864972200159,1,2
0.3486043130758958,12.435885784213623,0.6762488551595682,0.5230976965845909,1,3
0.32960700355186473,12.458013969104146,0.7260418321419116,0.6014508869473126,1,4
0.3365846406311794,12.490680355708902,0.6346911468605508,0.4851228772498372,1,5
0.35502596342479187,12.533000375279032,0.669006597462903,0.5482003950287799,1,6
0.37586414718953165,12.583349566716342,0.5941604280719152,0.4553421552897319,1,7
0.3981627902343344,12.63411040206888,0.624960947221825,0.5080620820028913,1,8
0.41935413220545964,12.679256710003195,0.5632307200438489,0.43346359958484254,1,9
0.4392765365283166,12.72934362844059,0.5909410444506253,0.47787591874774954,1,10
0.7444220181577688,12.869675827129127,0.6948118919990366,0.5654275880328302,2,2
0.7072823131613558,12.872403441271095,0.7158558692331721,0.594963118291527,2,3
0.6955353634914895,12.894613676034764,0.7143923764028318,0.5994482305781929,2,4
0.6947130252273434,12.935901968632509,0.6965441162998968,0.5913187604583677,2,5
0.6976936738630116,13.002505205918444,0.7041846298608317,0.5934951600262651,2,6
0.7006428541484965,13.074588151427685,0.6786455662101106,0.5820028489575887,2,7
0.7038126473782879,13.246850298109292,0.6931522394968042,0.5815950985220371,2,8
0.7040073098324541,13.392917203429862,0.6592505054444945,0.5732161958927758,2,9
0.7026678300453622,13.517105916273643,0.6858183987169421,0.5733538800453298,2,10
0.8105970520075253,12.990499390841748,0.6614915514639398,0.5265055838853675,4,2
0.7925401352350523,13.08353012292874,0.6858671715305239,0.5623954163224673,4,3
0.7831840841307153,13.190105929676392,0.6804724068570942,0.559650711445078,4,4
0.7760261732981201,13.475442069348333,0.6714554808175143,0.5653417214755504,4,5
0.7649716441273849,13.652920495050855,0.6842926036459187,0.5571477745121403,4,6
0.7517771574826244,13.817806835428096,0.6611345785588358,0.5619333587527536,4,7
0.7370429884692363,14.046044389407983,0.689527914834588,0.5525687262020135,4,8
0.7215740135803368,14.27301753923066,0.6597495470919325,0.5558980225180855,4,9
0.7049258230145191,14.528918052526373,0.7002164573730116,0.5464641489649036,4,10
