MASE_train,MASE_validation,SIGN_train,SIGN_validation,delay,dimension
0.45618160659849183,7.722675933450905,0.7825845821443799,0.6359812045591644,1,2
0.36511944712301553,7.776852608606364,0.666247824135169,0.5138584627107344,1,3
0.35041329402096877,7.88155620847638,0.7239260881988762,0.5939137060672445,1,4
0.36130685291674336,7.9704132197274395,0.6256646445755351,0.4783064247273419,1,5
0.38105568978703364,8.046180591581173,0.6628181337469118,0.5373466050705656,1,6
0.40334751846259304,8.119158392558969,0.5889771127222887,0.4502547983045197,1,7
0.4246126851228649,8.226287253113318,0.6210728516772238,0.49524535251067614,1,8
0.44592161522625845,8.33861081045964,0.5601319350860233,0.4238902648123452,1,9
0.46446581025820466,8.43846738902586,0.5876465780812472,0.4650727122626532,1,10
0.7493170110704122,8.245599675294722,0.6948766377497395,0.5648791948439534,2,2
0.7150384089456421,8.360904131930667,0.717370499165114,0.5937832388753949,2,3
0.7068270491001649,8.417076443317994,0.7182060460642291,0.594878633455573,2,4
0.7069108981434388,8.583861802841538,0.7003553345671519,0.5884295421350099,2,5
0.7094818386945905,8.720843637798751,0.702592185984475,0.5881278973772782,2,6
0.7122039721227988,8.870372704527401,0.6748664366787164,0.5801540049218068,2,7
0.7118766511768625,8.990111334267707,0.6919647035176859,0.5748035246487259,2,8
0.7109377474091946,9.110734705540173,0.6546960932569652,0.5698294750881204,2,9
0.7084765628783516,9.230191731253049,0.6832811011068127,0.5627639643072624,2,10
0.8090273965784464,8.388061558780237,0.665222139826998,0.5269482942007588,4,2
0.7932502337365123,8.708620762351213,0.68316062104876,0.5654092843081222,4,3
0.7834520329977117,8.968502015047251,0.67770001625213,0.5536715090894658,4,4
0.7748276046066668,9.22146441638195,0.665208800491576,0.5615890254358388,4,5
0.7608070599822393,9.464919778482878,0.682273496978456,0.5503580558598898,4,6
0.7462218734265784,9.65402347961433,0.6587542951001811,0.5561166158536585,4,7
0.7292577612454876,9.824368687131006,0.6947183707815072,0.5480920394454766,4,8
0.7128585206994441,9.985305664872381,0.6612650702684477,0.5479593457201842,4,9
0.6968249559934611,10.128624813912266,0.6994771525146418,0.5416488001651659,4,10
0.8324025959279527,8.631590738766723,0.6535087023013869,0.5145179470083029,7,2
0.815944644186398,9.050482494079374,0.6691663588832913,0.544891640866873,7,3
0.8023639884133043,9.43216577239427,0.6645982069242834,0.5356388637482336,7,4
0.7823451406271381,9.74130135401226,0.651920918279716,0.5452336715735315,7,5
0.7593249999878565,10.066037530886707,0.6861627229897835,0.5353025250119104,7,6
0.7382883337056189,10.343303004526762,0.6545004327268004,0.5428181182898165,7,7
0.7201146418273917,10.57423735306014,0.702448490588492,0.5314336541821532,7,8
0.7049081392724696,10.816388058840786,0.6658565527332884,0.5371235226839497,7,9
0.6913948650200714,11.128574821293723,0.7125556667566867,0.526267295747351,7,10
0.8463267400143861,8.890330014620119,0.6454994177151377,0.5061998888624275,12,2
0.8273707089240504,9.48307833169371,0.6545388611070413,0.5336318597560975,12,3
0.8044873341350288,9.927284725564839,0.6645623678387157,0.5270856162751918,12,4
0.77363519602142,10.352313548389336,0.6508161122005868,0.5383589059372915,12,5
0.7453735859705501,10.868076209877216,0.6936383212017138,0.5249805398020619,12,6
0.7223352562004385,11.323778947193253,0.6577196573015032,0.5319034000635526,12,7
0.7039028791137704,11.796674271080258,0.7136900984970102,0.5235416567351544,12,8
0.6884224403912379,12.479803192828266,0.6645663219450284,0.527128826165729,12,9
0.6772013857684165,12.963644008279088,0.7228132940246345,0.5259803220320124,12,10
0.8502400061018142,9.15178551533882,0.643909984890109,0.5047714317470904,21,2
0.8313841601711891,9.868337261305355,0.6436877749576473,0.5249984117908646,21,3
0.799453898395225,10.737048298815717,0.6693884467320106,0.5173394335096666,21,4
0.7662826517295104,11.569393292162898,0.650915172475894,0.5282611113759514,21,5
0.7355434450378405,12.494726858585048,0.703142530664633,0.5205829995549621,21,6
0.7134976895264353,13.363932370560208,0.6594668201176496,0.529196674138726,21,7
0.698747564883632,14.176610434801177,0.7172953174527451,0.5229780873326336,21,8
0.6862252003486838,14.827512048819003,0.6685168309014617,0.5246866450340396,21,9
0.6784154144522896,15.408888958887852,0.7217849563439976,0.5180023228803717,21,10
0.8551579385997856,9.370183699495955,0.6434466147901117,0.5075115134190885,35,2
0.8305597713761168,10.611251199083808,0.6465317618003659,0.5174522981109894,35,3
0.7909336342691761,12.128472516109769,0.6716500213329057,0.5158624197342488,35,4
0.7544847809215763,13.322563743018016,0.6479714437985201,0.5236845871297047,35,5
0.7298349168914413,14.469038631447225,0.7074869429200138,0.5196055038574724,35,6
0.7128380216394351,15.399500013433093,0.6601147623876756,0.5208790859034342,35,7
0.7007310226989428,16.390545001375862,0.714050329795068,0.5139227205425801,35,8
0.6914419538491151,17.228642045626113,0.6641795886440883,0.5162621049949031,35,9
0.6833156303340057,18.090620648275927,0.7180263437433609,0.5138782664117273,35,10
0.8565663551610138,9.96258064344689,0.6427807429999577,0.501683822594993,59,2
0.826753044340291,12.215109291287389,0.6416189738317539,0.5138219911933489,59,3
0.7825194536534973,13.950338684667175,0.6805966853576343,0.5111991346123254,59,4
0.7477892524175515,15.620229435763383,0.6539721265406173,0.5177420125125364,59,5
0.7235685506487158,17.174174695240485,0.7100517722023097,0.5106810035842294,59,6
0.7075305040372166,18.717523039271686,0.6593542475475527,0.5186194803124502,59,7
0.6963284472423069,19.953285186512534,0.716338960858435,0.5089734386216799,59,8
0.6867843607420449,21.14653322707593,0.6646340402970682,0.5163473818646233,59,9
0.680055326896834,22.21079890610336,0.7211998253405327,0.5118054889932585,59,10
0.8489669849627662,11.580652534283033,0.6402063731135962,0.5012158489486483,100,2
0.8142854598504524,13.777278294149474,0.6356136673711416,0.5096111005028324,100,3
0.7671521707230632,16.342206200660893,0.6864728684215509,0.5057592123500454,100,4
0.7338269563957884,18.586452682815764,0.6545213790301517,0.5144511436501101,100,5
